,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
1818,1818,a2251,b146,,nisennenmondai,Apr 1 2016,little machines,lights,Sep 19 2014
1819,1819,a2251,b1460,,nisennenmondai,Apr 1 2016,fury,sick puppies,May 20 2016
1820,1820,a2251,b1461,,nisennenmondai,Apr 1 2016,v •••–,tiger army,May 20 2016
1821,1821,a2251,b1462,,nisennenmondai,Apr 1 2016,chapters,yuna,May 20 2016
1822,1822,a2251,b1463,,nisennenmondai,Apr 1 2016,vyamanikal,kit downes & tom challenger,May 26 2016
1823,1823,a2251,b1464,,nisennenmondai,Apr 1 2016,lexicon of love ii,abc,May 27 2016
1824,1824,a2251,b1465,,nisennenmondai,Apr 1 2016,all our gods have abandoned us,architects,May 27 2016
1825,1825,a2251,b1466,,nisennenmondai,Apr 1 2016,by default,band of skulls,May 27 2016
1826,1826,a2251,b1467,,nisennenmondai,Apr 1 2016,kidsticks,beth orton,May 27 2016
1827,1827,a2251,b1468,,nisennenmondai,Apr 1 2016,folklore,big big train,May 27 2016
1828,1828,a2251,b1469,,nisennenmondai,Apr 1 2016,the ride,catfish and the bottlemen,May 27 2016
1829,1829,a2251,b147,,nisennenmondai,Apr 1 2016,growing up in public,professor green,Sep 21 2014
1830,1830,a2251,b1470,,nisennenmondai,Apr 1 2016,stranger things have happened,clare maguire,May 27 2016
1831,1831,a2251,b1471,,nisennenmondai,Apr 1 2016,science agrees,d.a.r.k.,May 27 2016
1832,1832,a2251,b1472,,nisennenmondai,Apr 1 2016,the evil divide,death angel,May 27 2016
1833,1833,a2251,b1473,,nisennenmondai,Apr 1 2016,27-jul,fifth harmony,May 27 2016
1834,1834,a2251,b1474,,nisennenmondai,Apr 1 2016,skin,flume,May 27 2016
1835,1835,a2251,b1475,,nisennenmondai,Apr 1 2016,logos,"gerardo núñez, ulf wakenius & cepillo",May 27 2016
1836,1836,a2251,b1476,,nisennenmondai,Apr 1 2016,good luck and do your best,gold panda,May 27 2016
1837,1837,a2251,b1477,,nisennenmondai,Apr 1 2016,profit,the jelly jam,May 27 2016
1838,1838,a2251,b1478,,nisennenmondai,Apr 1 2016,delirium,lacuna coil,May 27 2016
1839,1839,a2251,b1479,,nisennenmondai,Apr 1 2016,solitary moon,liv stoveland,May 27 2016
1840,1840,a2251,b148,,nisennenmondai,Apr 1 2016,this is all yours,alt-j,Sep 22 2014
1841,1841,a2251,b1480,,nisennenmondai,Apr 1 2016,everything's beautiful,robert glasper / miles davis,May 27 2016
1842,1842,a2251,b1481,,nisennenmondai,Apr 1 2016,the dream is over,pup,May 27 2016
1843,1843,a2251,b1482,,nisennenmondai,Apr 1 2016,the home inside my head,real friends,May 27 2016
1844,1844,a2251,b1483,,nisennenmondai,Apr 1 2016,to be everywhere is to be nowhere,thrice,May 27 2016
1845,1845,a2251,b1484,,nisennenmondai,Apr 1 2016,acoustic ii,above & beyond,Jun 3 2016
1846,1846,a2251,b1485,,nisennenmondai,Apr 1 2016,aggressive,beartooth,Jun 3 2016
1847,1847,a2251,b1486,,nisennenmondai,Apr 1 2016,the more i learn,bryan sutton,Jun 3 2016
1848,1848,a2251,b1487,,nisennenmondai,Apr 1 2016,treasure house,cat's eyes,Jun 3 2016
1849,1849,a2251,b1488,,nisennenmondai,Apr 1 2016,faraway reach,classixx,Jun 3 2016
1850,1850,a2251,b1489,,nisennenmondai,Apr 1 2016,monolith of phobos,the claypool lennon delirium,Jun 3 2016
1851,1851,a2251,b149,,nisennenmondai,Apr 1 2016,bittersweet july,dev,Sep 23 2014
1852,1852,a2251,b1490,,nisennenmondai,Apr 1 2016,open book,fatherson,Jun 3 2016
1853,1853,a2251,b1491,,nisennenmondai,Apr 1 2016,unden!able,hellyeah,Jun 3 2016
1854,1854,a2251,b1492,,nisennenmondai,Apr 1 2016,soul searchin',jimmy barnes,Jun 3 2016
1855,1855,a2251,b1493,,nisennenmondai,Apr 1 2016,ash & ice,the kills,Jun 3 2016
1856,1856,a2251,b1494,,nisennenmondai,Apr 1 2016,wild things,ladyhawke,Jun 3 2016
1857,1857,a2251,b1495,,nisennenmondai,Apr 1 2016,popstar: never stop never stopping,the lonely island,Jun 3 2016
1858,1858,a2251,b1496,,nisennenmondai,Apr 1 2016,hero,maren morris,Jun 3 2016
1859,1859,a2251,b1497,,nisennenmondai,Apr 1 2016,3,netsky,Jun 3 2016
1860,1860,a2251,b1498,,nisennenmondai,Apr 1 2016,stranger to stranger,paul simon,Jun 3 2016
1861,1861,a2251,b1499,,nisennenmondai,Apr 1 2016,good karma,roxette,Jun 3 2016
1862,1862,a2251,b15,,nisennenmondai,Apr 1 2016,paperback ghosts,comet gain,Jul 7 2014
1863,1863,a2251,b150,,nisennenmondai,Apr 1 2016,commune,goat,Sep 23 2014
1864,1864,a2251,b1500,,nisennenmondai,Apr 1 2016,love you to death,tegan and sara,Jun 3 2016
1865,1865,a2251,b1501,,nisennenmondai,Apr 1 2016,seal the deal & let's boogie,volbeat,Jun 3 2016
1866,1866,a2251,b1502,,nisennenmondai,Apr 1 2016,the dream concert: live from the great pyramids of egypt,yanni,Jun 3 2016
1867,1867,a2251,b1503,,nisennenmondai,Apr 1 2016,american tunes,allen toussaint,Jun 10 2016
1868,1868,a2251,b1504,,nisennenmondai,Apr 1 2016,why are you ok,band of horses,Jun 10 2016
1869,1869,a2251,b1505,,nisennenmondai,Apr 1 2016,say yes,big deal,Jun 10 2016
1870,1870,a2251,b1506,,nisennenmondai,Apr 1 2016,big day in a small town,brandy clark,Jun 10 2016
1871,1871,a2251,b1507,,nisennenmondai,Apr 1 2016,fitz and the tantrums,fitz and the tantrums,Jun 10 2016
1872,1872,a2251,b1508,,nisennenmondai,Apr 1 2016,strange little birds,garbage,Jun 10 2016
1873,1873,a2251,b1509,,nisennenmondai,Apr 1 2016,the human condition,jon bellion,Jun 10 2016
1874,1874,a2251,b151,,nisennenmondai,Apr 1 2016,hello world,information society,Sep 23 2014
1875,1875,a2251,b1510,,nisennenmondai,Apr 1 2016,a/b,kaleo,Jun 10 2016
1876,1876,a2251,b1511,,nisennenmondai,Apr 1 2016,egomaniac,kongos,Jun 10 2016
1877,1877,a2251,b1512,,nisennenmondai,Apr 1 2016,if i'm the devil,letlive.,Jun 10 2016
1878,1878,a2251,b1513,,nisennenmondai,Apr 1 2016,good times!,the monkees,Jun 10 2016
1879,1879,a2251,b1514,,nisennenmondai,Apr 1 2016,last year was complicated,nick jonas,Jun 10 2016
1880,1880,a2251,b1515,,nisennenmondai,Apr 1 2016,breakin' point,peter bjorn and john,Jun 10 2016
1881,1881,a2251,b1516,,nisennenmondai,Apr 1 2016,the devil strikes again,rage,Jun 10 2016
1882,1882,a2251,b1517,,nisennenmondai,Apr 1 2016,50,rick astley,Jun 10 2016
1883,1883,a2251,b1518,,nisennenmondai,Apr 1 2016,hollow bones,rival sons,Jun 10 2016
1884,1884,a2251,b1519,,nisennenmondai,Apr 1 2016,thick as thieves,the temper trap,Jun 10 2016
1885,1885,a2251,b152,,nisennenmondai,Apr 1 2016,jhud,jennifer hudson,Sep 23 2014
1886,1886,a2251,b1520,,nisennenmondai,Apr 1 2016,wrong crowd,tom odell,Jun 10 2016
1887,1887,a2251,b1521,,nisennenmondai,Apr 1 2016,trans day of revenge,g.l.o.s.s.,Jun 13 2016
1888,1888,a2251,b1522,,nisennenmondai,Apr 1 2016,moog for love,disclosure,Jun 15 2016
1889,1889,a2251,b1523,,nisennenmondai,Apr 1 2016,streets of compton,the game,Jun 17 2016
1890,1890,a2251,b1524,,nisennenmondai,Apr 1 2016,magma,gojira,Jun 17 2016
1891,1891,a2251,b1525,,nisennenmondai,Apr 1 2016,on my one,jake bugg,Jun 17 2016
1892,1892,a2251,b1526,,nisennenmondai,Apr 1 2016,the dreaming room,laura mvula,Jun 17 2016
1893,1893,a2251,b1527,,nisennenmondai,Apr 1 2016,puberty 2,mitski,Jun 17 2016
1894,1894,a2251,b1528,,nisennenmondai,Apr 1 2016,earth,neil young,Jun 17 2016
1895,1895,a2251,b1529,,nisennenmondai,Apr 1 2016,the getaway,red hot chili peppers,Jun 17 2016
1896,1896,a2251,b153,,nisennenmondai,Apr 1 2016,offering: live at temple university,john coltrane,Sep 23 2014
1897,1897,a2251,b1530,,nisennenmondai,Apr 1 2016,des/amor,reik,Jun 17 2016
1898,1898,a2251,b1531,,nisennenmondai,Apr 1 2016,half way there...pt. 1,snow tha product,Jun 17 2016
1899,1899,a2251,b1532,,nisennenmondai,Apr 1 2016,the glowing man,swans,Jun 17 2016
1900,1900,a2251,b1533,,nisennenmondai,Apr 1 2016,exhale,thousand foot krutch,Jun 17 2016
1901,1901,a2251,b1534,,nisennenmondai,Apr 1 2016,man machine poem,the tragically hip,Jun 17 2016
1902,1902,a2251,b1535,,nisennenmondai,Apr 1 2016,chaos,unlocking the truth,Jun 17 2016
1903,1903,a2251,b1536,,nisennenmondai,Apr 1 2016,friday night,will butler,Jun 17 2016
1904,1904,a2251,b1537,,nisennenmondai,Apr 1 2016,angelic 2 the core,corey feldman,Jun 22 2016
1905,1905,a2251,b1538,,nisennenmondai,Apr 1 2016,muzik,delorean,Jun 22 2016
1906,1906,a2251,b1539,,nisennenmondai,Apr 1 2016,alice bag,alice bag,Jun 24 2016
1907,1907,a2251,b154,,nisennenmondai,Apr 1 2016,plain spoken,john mellencamp,Sep 23 2014
1908,1908,a2251,b1540,,nisennenmondai,Apr 1 2016,conscious,broods,Jun 24 2016
1909,1909,a2251,b1541,,nisennenmondai,Apr 1 2016,"blood, sweat & 3 years",cash cash,Jun 24 2016
1910,1910,a2251,b1542,,nisennenmondai,Apr 1 2016,the mountain will fall,dj shadow,Jun 24 2016
1911,1911,a2251,b1543,,nisennenmondai,Apr 1 2016,on desire,drowners,Jun 24 2016
1912,1912,a2251,b1544,,nisennenmondai,Apr 1 2016,hot hot heat,hot hot heat,Jun 24 2016
1913,1913,a2251,b1545,,nisennenmondai,Apr 1 2016,jay chou's bedtime stories,jay chou,Jun 24 2016
1914,1914,a2251,b1546,,nisennenmondai,Apr 1 2016,moving day,meiko,Jun 24 2016
1915,1915,a2251,b1547,,nisennenmondai,Apr 1 2016,nice as fuck,nice as fuck,Jun 24 2016
1916,1916,a2251,b1548,,nisennenmondai,Apr 1 2016,modern primitive / passion and warfare 25th anniversary edition,steve vai,Jun 24 2016
1917,1917,a2251,b1549,,nisennenmondai,Apr 1 2016,mark of the blade,whitechapel,Jun 24 2016
1918,1918,a2251,b155,,nisennenmondai,Apr 1 2016,tyranny,julian casablancas+the voidz,Sep 23 2014
1919,1919,a2251,b1550,,nisennenmondai,Apr 1 2016,autogram,ceca,Jun 25 2016
1920,1920,a2251,b1551,,nisennenmondai,Apr 1 2016,ath.lon,marsheaux,Jun 27 2016
1921,1921,a2251,b1552,,nisennenmondai,Apr 1 2016,...and the bass is queen,lindsey abudei,Jun 30 2016
1922,1922,a2251,b1553,,nisennenmondai,Apr 1 2016,what we live for,american authors,Jul 1 2016
1923,1923,a2251,b1554,,nisennenmondai,Apr 1 2016,modern synthesis,area 11,Jul 1 2016
1924,1924,a2251,b1555,,nisennenmondai,Apr 1 2016,the bride,bat for lashes,Jul 1 2016
1925,1925,a2251,b1556,,nisennenmondai,Apr 1 2016,california,blink-182,Jul 1 2016
1926,1926,a2251,b1557,,nisennenmondai,Apr 1 2016,freetown sound,blood orange,Jul 1 2016
1927,1927,a2251,b1558,,nisennenmondai,Apr 1 2016,wings of the wild,delta goodrem,Jul 1 2016
1928,1928,a2251,b1559,,nisennenmondai,Apr 1 2016,americana,diesel,Jul 1 2016
1929,1929,a2251,b156,,nisennenmondai,Apr 1 2016,the big revival,kenny chesney,Sep 23 2014
1930,1930,a2251,b1560,,nisennenmondai,Apr 1 2016,fma,grace,Jul 1 2016
1931,1931,a2251,b1561,,nisennenmondai,Apr 1 2016,bobby tarantino,logic,Jul 1 2016
1932,1932,a2251,b1562,,nisennenmondai,Apr 1 2016,primary colours,magic!,Jul 1 2016
1933,1933,a2251,b1563,,nisennenmondai,Apr 1 2016,blacksummers'night,maxwell,Jul 1 2016
1934,1934,a2251,b1564,,nisennenmondai,Apr 1 2016,summer 08,metronomy,Jul 1 2016
1935,1935,a2251,b1565,,nisennenmondai,Apr 1 2016,young in all the wrong ways,sara watkins,Jul 1 2016
1936,1936,a2251,b1566,,nisennenmondai,Apr 1 2016,everything was sound,silent planet,Jul 1 2016
1937,1937,a2251,b1567,,nisennenmondai,Apr 1 2016,coolaid,snoop dogg,Jul 1 2016
1938,1938,a2251,b1568,,nisennenmondai,Apr 1 2016,wildflower,the avalanches,Jul 8 2016
1939,1939,a2251,b1569,,nisennenmondai,Apr 1 2016,ellipsis,biffy clyro,Jul 8 2016
1940,1940,a2251,b157,,nisennenmondai,Apr 1 2016,strut,lenny kravitz,Sep 23 2014
1941,1941,a2251,b1570,,nisennenmondai,Apr 1 2016,black dogs,boys night out,Jul 8 2016
1942,1942,a2251,b1571,,nisennenmondai,Apr 1 2016,the north corridor,chevelle,Jul 8 2016
1943,1943,a2251,b1572,,nisennenmondai,Apr 1 2016,131,emarosa,Jul 8 2016
1944,1944,a2251,b1573,,nisennenmondai,Apr 1 2016,beautiful broken,heart,Jul 8 2016
1945,1945,a2251,b1574,,nisennenmondai,Apr 1 2016,the poison red,nonpoint,Jul 8 2016
1946,1946,a2251,b1575,,nisennenmondai,Apr 1 2016,take her up to monto,róisín murphy,Jul 8 2016
1947,1947,a2251,b1576,,nisennenmondai,Apr 1 2016,blank face lp,schoolboy q,Jul 8 2016
1948,1948,a2251,b1577,,nisennenmondai,Apr 1 2016,nothing's real,shura,Jul 8 2016
1949,1949,a2251,b1578,,nisennenmondai,Apr 1 2016,where the light shines through,switchfoot,Jul 8 2016
1950,1950,a2251,b1579,,nisennenmondai,Apr 1 2016,schreib es mit blut,tanzwut,Jul 8 2016
1951,1951,a2251,b158,,nisennenmondai,Apr 1 2016,too bright,perfume genius,Sep 23 2014
1952,1952,a2251,b1580,,nisennenmondai,Apr 1 2016,all hell,vanna,Jul 8 2016
1953,1953,a2251,b1581,,nisennenmondai,Apr 1 2016,wiser,madilyn bailey,Jul 12 2016
1954,1954,a2251,b1582,,nisennenmondai,Apr 1 2016,smile,cane hill,Jul 15 2016
1955,1955,a2251,b1583,,nisennenmondai,Apr 1 2016,youth authority,good charlotte,Jul 15 2016
1956,1956,a2251,b1584,,nisennenmondai,Apr 1 2016,new introductory lectures on the system of transcendental qabala,kel valhaal,Jul 15 2016
1957,1957,a2251,b1585,,nisennenmondai,Apr 1 2016,love & hate,michael kiwanuka,Jul 15 2016
1958,1958,a2251,b1586,,nisennenmondai,Apr 1 2016,we're all somebody from somewhere,steven tyler,Jul 15 2016
1959,1959,a2251,b1587,,nisennenmondai,Apr 1 2016,"as above, so below",stonefield,Jul 15 2016
1960,1960,a2251,b1588,,nisennenmondai,Apr 1 2016,retrograde,crown the empire,Jul 22 2016
1961,1961,a2251,b1589,,nisennenmondai,Apr 1 2016,everybody looking,gucci mane,Jul 22 2016
1962,1962,a2251,b159,,nisennenmondai,Apr 1 2016,cheek to cheek,tony bennett & lady gaga,Sep 23 2014
1963,1963,a2251,b1590,,nisennenmondai,Apr 1 2016,gimme some lovin': jukebox vol ii,human nature,Jul 22 2016
1964,1964,a2251,b1591,,nisennenmondai,Apr 1 2016,lil durk 2x,lil durk,Jul 22 2016
1965,1965,a2251,b1592,,nisennenmondai,Apr 1 2016,periphery iii: select difficulty,periphery,Jul 22 2016
1966,1966,a2251,b1593,,nisennenmondai,Apr 1 2016,air for free,relient k,Jul 22 2016
1967,1967,a2251,b1594,,nisennenmondai,Apr 1 2016,anarbor,anarbor,Jul 29 2016
1968,1968,a2251,b1595,,nisennenmondai,Apr 1 2016,afraid of heights,billy talent,Jul 29 2016
1969,1969,a2251,b1596,,nisennenmondai,Apr 1 2016,simplicity,the bouncing souls,Jul 29 2016
1970,1970,a2251,b1597,,nisennenmondai,Apr 1 2016,la esperanza frente a mi,danny gokey,Jul 29 2016
1971,1971,a2251,b1598,,nisennenmondai,Apr 1 2016,hypercaffium spazzinate,descendents,Jul 29 2016
1972,1972,a2251,b1599,,nisennenmondai,Apr 1 2016,major key,dj khaled,Jul 29 2016
1973,1973,a2251,b16,,nisennenmondai,Apr 1 2016,live life living,example,Jul 7 2014
1974,1974,a2251,b160,,nisennenmondai,Apr 1 2016,sleepwalker,kylie minogue and fernando garibay,Sep 24 2014
1975,1975,a2251,b1600,,nisennenmondai,Apr 1 2016,the definition of...,fantasia,Jul 29 2016
1976,1976,a2251,b1601,,nisennenmondai,Apr 1 2016,block wars,the game,Jul 29 2016
1977,1977,a2251,b1602,,nisennenmondai,Apr 1 2016,american love,jake owen,Jul 29 2016
1978,1978,a2251,b1603,,nisennenmondai,Apr 1 2016,platinum hits,jason derulo,Jul 29 2016
1979,1979,a2251,b1604,,nisennenmondai,Apr 1 2016,for all we know,nao,Jul 29 2016
1980,1980,a2251,b1605,,nisennenmondai,Apr 1 2016,snake church,ringworm,Jul 29 2016
1981,1981,a2251,b1606,,nisennenmondai,Apr 1 2016,echoes of the tortured,sinsaenum,Jul 29 2016
1982,1982,a2251,b1607,,nisennenmondai,Apr 1 2016,generationwhy,zhu,Jul 29 2016
1983,1983,a2251,b1608,,nisennenmondai,Apr 1 2016,morning report,arkells,Aug 5 2016
1984,1984,a2251,b1609,,nisennenmondai,Apr 1 2016,blossoms,blossoms,Aug 5 2016
1985,1985,a2251,b161,,nisennenmondai,Apr 1 2016,queen of the clouds,tove lo,Sep 24 2014
1986,1986,a2251,b1610,,nisennenmondai,Apr 1 2016,give a glimpse of what yer not,dinosaur jr.,Aug 5 2016
1987,1987,a2251,b1611,,nisennenmondai,Apr 1 2016,encore,dj snake,Aug 5 2016
1988,1988,a2251,b1612,,nisennenmondai,Apr 1 2016,way down in the jungle room,elvis presley,Aug 5 2016
1989,1989,a2251,b1613,,nisennenmondai,Apr 1 2016,landlord,giggs,Aug 5 2016
1990,1990,a2251,b1614,,nisennenmondai,Apr 1 2016,beachwood canyon,jem,Aug 5 2016
1991,1991,a2251,b1615,,nisennenmondai,Apr 1 2016,apokaluptein,live maria roggen,Aug 5 2016
1992,1992,a2251,b1616,,nisennenmondai,Apr 1 2016,hurricane,nick fradiani,Aug 5 2016
1993,1993,a2251,b1617,,nisennenmondai,Apr 1 2016,guidance,russian circles,Aug 5 2016
1994,1994,a2251,b1618,,nisennenmondai,Apr 1 2016,unleashed,skillet,Aug 5 2016
1995,1995,a2251,b1619,,nisennenmondai,Apr 1 2016,the shadow self,tarja,Aug 5 2016
1996,1996,a2251,b162,,nisennenmondai,Apr 1 2016,tomorrow's modern boxes,thom yorke,Sep 26 2014
1997,1997,a2251,b1620,,nisennenmondai,Apr 1 2016,boy king,wild beasts,Aug 5 2016
1998,1998,a2251,b1621,,nisennenmondai,Apr 1 2016,as long as we can breathe,jj weeks band,Aug 8 2016
1999,1999,a2251,b1622,,nisennenmondai,Apr 1 2016,this could be heartbreak,the amity affliction,Aug 12 2016
2000,2000,a2251,b1623,,nisennenmondai,Apr 1 2016,armageddon,equilibrium,Aug 12 2016
2001,2001,a2251,b1624,,nisennenmondai,Apr 1 2016,innocence reaches,of montreal,Aug 12 2016
2002,2002,a2251,b1625,,nisennenmondai,Apr 1 2016,your wilderness,the pineapple thief,Aug 12 2016
2003,2003,a2251,b1626,,nisennenmondai,Apr 1 2016,home of the strange,young the giant,Aug 12 2016
2004,2004,a2251,b1627,,nisennenmondai,Apr 1 2016,the bible 2,ajj,Aug 19 2016
2005,2005,a2251,b1628,,nisennenmondai,Apr 1 2016,every night the same dream,ball park music,Aug 19 2016
2006,2006,a2251,b1629,,nisennenmondai,Apr 1 2016,amnesty (i),crystal castles,Aug 19 2016
2007,2007,a2251,b163,,nisennenmondai,Apr 1 2016,shake shook shaken,the dø,Sep 29 2014
2008,2008,a2251,b1630,,nisennenmondai,Apr 1 2016,furnaces,ed harcourt,Aug 19 2016
2009,2009,a2251,b1631,,nisennenmondai,Apr 1 2016,endless,frank ocean,Aug 19 2016
2010,2010,a2251,b1632,,nisennenmondai,Apr 1 2016,5te,isglem,Aug 19 2016
2011,2011,a2251,b1633,,nisennenmondai,Apr 1 2016,"presents monk'estra, volume 1",john beasley,Aug 19 2016
2012,2012,a2251,b1634,,nisennenmondai,Apr 1 2016,brave enough,lindsey stirling,Aug 19 2016
2013,2013,a2251,b1635,,nisennenmondai,Apr 1 2016,at swim,lisa hannigan,Aug 19 2016
2014,2014,a2251,b1636,,nisennenmondai,Apr 1 2016,mausoleum,myrkur,Aug 19 2016
2015,2015,a2251,b1637,,nisennenmondai,Apr 1 2016,the last stand,sabaton,Aug 19 2016
2016,2016,a2251,b1638,,nisennenmondai,Apr 1 2016,death resonance,soilwork,Aug 19 2016
2017,2017,a2251,b1639,,nisennenmondai,Apr 1 2016,dna,trapt,Aug 19 2016
2018,2018,a2251,b164,,nisennenmondai,Apr 1 2016,second nature,flying colors,Sep 29 2014
2019,2019,a2251,b1640,,nisennenmondai,Apr 1 2016,x infinity,watsky,Aug 19 2016
2020,2020,a2251,b1641,,nisennenmondai,Apr 1 2016,blonde,frank ocean,Aug 20 2016
2021,2021,a2251,b1642,,nisennenmondai,Apr 1 2016,all killer,the midnight beast,Aug 23 2016
2022,2022,a2251,b1643,,nisennenmondai,Apr 1 2016,between waves,the album leaf,Aug 26 2016
2023,2023,a2251,b1644,,nisennenmondai,Apr 1 2016,it's hard,the bad plus,Aug 26 2016
2024,2024,a2251,b1645,,nisennenmondai,Apr 1 2016,encore: movie partners sing broadway,barbra streisand,Aug 26 2016
2025,2025,a2251,b1646,,nisennenmondai,Apr 1 2016,advanced chemistry,beginner,Aug 26 2016
2026,2026,a2251,b1647,,nisennenmondai,Apr 1 2016,glory,britney spears,Aug 26 2016
2027,2027,a2251,b1648,,nisennenmondai,Apr 1 2016,emotion: side b,carly rae jepsen,Aug 26 2016
2028,2028,a2251,b1649,,nisennenmondai,Apr 1 2016,encore un soir,celine dion,Aug 26 2016
2029,2029,a2251,b165,,nisennenmondai,Apr 1 2016,50 st. catherine's drive,robin gibb,Sep 29 2014
2030,2030,a2251,b1650,,nisennenmondai,Apr 1 2016,into the mystic,david helbock,Aug 26 2016
2031,2031,a2251,b1651,,nisennenmondai,Apr 1 2016,and the anonymous nobody...,de la soul,Aug 26 2016
2032,2032,a2251,b1652,,nisennenmondai,Apr 1 2016,dig your roots,florida georgia line,Aug 26 2016
2033,2033,a2251,b1653,,nisennenmondai,Apr 1 2016,air,frode haltli with the trondheim soloists and arditti quartet,Aug 26 2016
2034,2034,a2251,b1654,,nisennenmondai,Apr 1 2016,as seen on the internet,futuristic,Aug 26 2016
2035,2035,a2251,b1655,,nisennenmondai,Apr 1 2016,how to be a human being,glass animals,Aug 26 2016
2036,2036,a2251,b1656,,nisennenmondai,Apr 1 2016,it doesn't have to make sense,ingrid michaelson,Aug 26 2016
2037,2037,a2251,b1657,,nisennenmondai,Apr 1 2016,the wrong kind of war,imany,Aug 26 2016
2038,2038,a2251,b1658,,nisennenmondai,Apr 1 2016,"i'm alone, no you're not",joseph,Aug 26 2016
2039,2039,a2251,b1659,,nisennenmondai,Apr 1 2016,snowmelt,marius neset,Aug 26 2016
2040,2040,a2251,b166,,nisennenmondai,Apr 1 2016,rapper's best friend 3,the alchemist,Sep 30 2014
2041,2041,a2251,b1660,,nisennenmondai,Apr 1 2016,arañas en la sombra,omar rodríguez-lópez,Aug 26 2016
2042,2042,a2251,b1661,,nisennenmondai,Apr 1 2016,how long is now?,rantala danielsson erskine,Aug 26 2016
2043,2043,a2251,b1662,,nisennenmondai,Apr 1 2016,decision day,sodom,Aug 26 2016
2044,2044,a2251,b1663,,nisennenmondai,Apr 1 2016,rumi songs,trygve seim,Aug 26 2016
2045,2045,a2251,b1664,,nisennenmondai,Apr 1 2016,norwegian caravan,come shine + kork,Aug 31 2016
2046,2046,a2251,b1665,,nisennenmondai,Apr 1 2016,my woman,angel olsen,Sep 2 2016
2047,2047,a2251,b1666,,nisennenmondai,Apr 1 2016,"jazz, fritt etter hukommelsen",bushman's revenge,Sep 2 2016
2048,2048,a2251,b1667,,nisennenmondai,Apr 1 2016,bad vibrations,a day to remember,Sep 2 2016
2049,2049,a2251,b1668,,nisennenmondai,Apr 1 2016,false readings on,eluvium,Sep 2 2016
2050,2050,a2251,b1669,,nisennenmondai,Apr 1 2016,messenger of the gods: the singles,freddie mercury,Sep 2 2016
2051,2051,a2251,b167,,nisennenmondai,Apr 1 2016,bringing back the sunshine,blake shelton,Sep 30 2014
2052,2052,a2251,b1670,,nisennenmondai,Apr 1 2016,mystère,la femme,Sep 2 2016
2053,2053,a2251,b1671,,nisennenmondai,Apr 1 2016,we move,james vincent mcmorrow,Sep 2 2016
2054,2054,a2251,b1672,,nisennenmondai,Apr 1 2016,buoyancy,nils petter molvær,Sep 2 2016
2055,2055,a2251,b1673,,nisennenmondai,Apr 1 2016,familia,sophie ellis-bextor,Sep 2 2016
2056,2056,a2251,b1674,,nisennenmondai,Apr 1 2016,the good life,till brönner,Sep 2 2016
2057,2057,a2251,b1675,,nisennenmondai,Apr 1 2016,birds in the trap sing mcknight,travis scott,Sep 2 2016
2058,2058,a2251,b1676,,nisennenmondai,Apr 1 2016,cartwheels,ward thomas,Sep 2 2016
2059,2059,a2251,b1677,,nisennenmondai,Apr 1 2016,growing over life,wretch 32,Sep 2 2016
2060,2060,a2251,b1678,,nisennenmondai,Apr 1 2016,ultra,zomby,Sep 2 2016
2061,2061,a2251,b1679,,nisennenmondai,Apr 1 2016,wild world,bastille,Sep 9 2016
2062,2062,a2251,b168,,nisennenmondai,Apr 1 2016,collide,boyz ii men,Sep 30 2014
2063,2063,a2251,b1680,,nisennenmondai,Apr 1 2016,badu,bear mountain,Sep 9 2016
2064,2064,a2251,b1681,,nisennenmondai,Apr 1 2016,splendor & misery,clipping.,Sep 9 2016
2065,2065,a2251,b1682,,nisennenmondai,Apr 1 2016,act v: hymns with the devil in confessional,the dear hunter,Sep 9 2016
2066,2066,a2251,b1683,,nisennenmondai,Apr 1 2016,transcendence,devin townsend project,Sep 9 2016
2067,2067,a2251,b1684,,nisennenmondai,Apr 1 2016,zero soldier army,diorama,Sep 9 2016
2068,2068,a2251,b1685,,nisennenmondai,Apr 1 2016,to the tall trembling trees,fences,Sep 9 2016
2069,2069,a2251,b1686,,nisennenmondai,Apr 1 2016,something worth saving,gavin degraw,Sep 9 2016
2070,2070,a2251,b1687,,nisennenmondai,Apr 1 2016,big mess,grouplove,Sep 9 2016
2071,2071,a2251,b1688,,nisennenmondai,Apr 1 2016,signs of light,the head and the heart,Sep 9 2016
2072,2072,a2251,b1689,,nisennenmondai,Apr 1 2016,acoustic recordings 1998–2016,jack white,Sep 9 2016
2073,2073,a2251,b169,,nisennenmondai,Apr 1 2016,tracks of my years,bryan adams,Sep 30 2014
2074,2074,a2251,b1690,,nisennenmondai,Apr 1 2016,genau in diesem ton,jennifer rostock,Sep 9 2016
2075,2075,a2251,b1691,,nisennenmondai,Apr 1 2016,sunlit youth,local natives,Sep 9 2016
2076,2076,a2251,b1692,,nisennenmondai,Apr 1 2016,kin,kt tunstall,Sep 9 2016
2077,2077,a2251,b1693,,nisennenmondai,Apr 1 2016,changing tides,lukas zabulionis,Sep 9 2016
2078,2078,a2251,b1694,,nisennenmondai,Apr 1 2016,aim,m.i.a.,Sep 9 2016
2079,2079,a2251,b1695,,nisennenmondai,Apr 1 2016,braver than we are,meat loaf,Sep 9 2016
2080,2080,a2251,b1696,,nisennenmondai,Apr 1 2016,skeleton tree,nick cave and the bad seeds,Sep 9 2016
